Data Set 1:Time(s),Data Set 1:Temperature 1(°C),Data Set 1:Temperature 2(°C)
115.8,32.5,29.8
115.9,32.4,29.8
116.0,32.4,29.8
116.1,32.4,29.8
116.2,32.4,29.8
116.3,32.4,29.8
116.4,32.6,29.8
116.5,32.6,29.8
116.6,32.6,29.8
116.7,32.4,29.8
116.8,32.6,29.8
116.9,32.5,29.8
117.0,32.7,29.9
117.1,32.4,29.8
117.2,32.7,29.9
117.3,32.4,29.8
117.4,32.4,29.8
117.5,32.7,29.9
117.6,32.4,29.8
117.7,32.4,29.8
117.8,32.4,29.8
117.9,32.4,29.8
118.0,32.4,29.8
118.1,32.4,29.8
118.2,32.4,29.8
118.3,32.4,29.8
118.4,32.4,29.8
118.5,32.4,29.8
118.6,32.4,29.8
118.7,32.4,29.8
118.8,32.4,29.8
118.9,32.4,29.8
119.0,32.6,29.9
119.1,32.4,29.8
119.2,32.4,29.8
119.3,32.4,29.8
119.4,32.7,29.9
119.5,32.4,29.8
119.6,32.4,29.8
119.7,32.4,29.8
119.8,32.7,29.9
119.9,32.4,29.8
120.0,32.4,29.8
120.1,32.4,29.8
120.2,32.4,29.8
120.3,32.4,29.8
120.4,32.4,29.8
120.5,32.4,29.8
120.6,32.5,29.8
120.7,32.6,29.8
120.8,32.5,29.8
120.9,32.4,29.8
121.0,32.4,29.8
121.1,32.4,29.8
121.2,32.4,29.8
121.3,32.4,29.8
121.4,32.4,29.8
121.5,32.4,29.8
121.6,32.4,29.8
121.7,32.4,29.8
121.8,32.4,29.8
121.9,32.6,29.9
122.0,32.3,29.8
122.1,32.4,29.8
122.2,32.4,29.8
122.3,32.6,29.9
122.4,32.6,29.9
122.5,32.4,29.8
122.6,32.4,29.8
122.7,32.4,29.8
122.8,32.4,29.8
122.9,32.4,29.8
123.0,32.4,29.8
123.1,32.4,29.8
123.2,32.7,29.9
123.3,32.4,29.8
123.4,32.3,29.8
123.5,32.4,29.8
123.6,32.7,29.9
123.7,32.3,29.8
123.8,32.4,29.8
123.9,32.4,29.8
124.0,32.4,29.8
124.1,32.6,29.9
124.2,32.7,29.9
124.3,32.4,29.8
124.4,32.4,29.8
124.5,32.4,29.8
124.6,32.4,29.8
124.7,32.4,29.8
124.8,32.3,29.8
124.9,32.4,29.8
125.0,32.4,29.8
125.1,32.4,29.8
125.2,32.4,29.8
125.3,32.4,29.8
125.4,32.4,29.8
125.5,32.4,29.8
125.6,32.4,29.8
125.7,32.3,29.8
125.8,32.3,29.8
125.9,32.4,29.8
126.0,32.4,29.8
126.1,32.4,29.8
126.2,32.4,29.8
126.3,32.4,29.8
126.4,32.4,29.8
126.5,32.3,29.8
126.6,32.6,29.9
126.7,32.3,29.8
126.8,32.4,29.8
126.9,32.4,29.8
127.0,32.3,29.8
127.1,32.4,29.8
127.2,32.4,29.8
127.3,32.3,29.8
127.4,32.4,29.8
127.5,32.4,29.8
127.6,32.4,29.8
127.7,32.4,29.8
127.8,32.5,29.9
127.9,32.4,29.8
128.0,32.3,29.8
128.1,32.4,29.8
128.2,32.4,29.8
128.3,32.4,29.8
128.4,32.4,29.8
128.5,32.7,29.9
128.6,32.3,29.8
128.7,32.3,29.8
128.8,32.3,29.9
128.9,32.4,29.8
129.0,32.4,29.8
129.1,32.4,29.8
129.2,32.6,29.9
129.3,32.4,29.8
129.4,32.3,29.8
129.5,32.4,29.8
129.6,32.3,29.8
129.7,32.4,29.8
129.8,32.4,29.8
129.9,32.4,29.8
130.0,32.3,29.8
130.1,32.4,29.8
130.2,32.3,29.8
130.3,32.4,29.8
130.4,32.3,29.8
130.5,32.4,29.8
130.6,32.4,29.8
130.7,32.4,29.8
130.8,32.7,29.9
130.9,32.3,29.8
131.0,32.3,29.8
131.1,32.3,29.8
131.2,32.4,29.8
131.3,32.3,29.8
131.4,32.4,29.8
131.5,32.3,29.8
131.6,32.7,29.9
131.7,32.3,29.8
131.8,32.3,29.8
131.9,32.3,29.8
132.0,32.4,29.8
132.1,32.4,29.8
132.2,32.3,29.8
132.3,32.3,29.8
132.4,32.4,29.8
132.5,32.3,29.8
132.6,32.3,29.8
132.7,32.3,29.8
132.8,32.3,29.8
132.9,32.4,29.8
133.0,32.4,29.8
133.1,32.3,29.8
133.2,32.3,29.8
133.3,32.3,29.8
133.4,32.3,29.8
133.5,32.4,29.8
133.6,32.3,29.8
133.7,32.4,29.8
133.8,32.3,29.8
133.9,32.3,29.8
134.0,32.3,29.8
134.1,32.3,29.8
134.2,32.3,29.8
134.3,32.3,29.8
134.4,32.4,29.8
134.5,32.6,29.9
134.6,32.3,29.8
134.7,32.3,29.8
134.8,32.3,29.8
134.9,32.3,29.8
135.0,32.3,29.8
135.1,32.3,29.8
135.2,32.3,29.8
135.3,32.5,29.9
135.4,32.3,29.8
135.5,32.3,29.8
135.6,32.3,29.8
135.7,32.2,29.8
135.8,32.4,29.8
135.9,32.3,29.8
136.0,32.4,29.8
136.1,32.3,29.8
136.2,32.3,29.8
136.3,32.4,29.8
136.4,32.3,29.8
136.5,32.3,29.8
136.6,32.3,29.8
136.7,32.3,29.8
136.8,32.4,29.8
136.9,32.3,29.8
137.0,32.3,29.8
137.1,32.3,29.8
137.2,32.4,29.8
137.3,32.3,29.8
137.4,32.3,29.8
137.5,32.3,29.8
137.6,32.3,29.8
137.7,32.3,29.8
137.8,32.3,29.8
137.9,32.6,29.9
138.0,32.6,29.9
138.1,32.3,29.8
138.2,32.3,29.8
138.3,32.3,29.8
138.4,32.3,29.8
138.5,32.3,29.8
138.6,32.3,29.8
138.7,32.3,29.8
138.8,32.3,29.9
138.9,32.4,29.8
139.0,32.3,29.8
139.1,32.2,29.8
139.2,32.3,29.8
139.3,32.3,29.8
139.4,32.3,29.8
139.5,32.3,29.8
139.6,32.3,29.8
139.7,32.3,29.8
139.8,32.4,29.8
139.9,32.6,29.9
140.0,32.5,29.9
140.1,32.3,29.8
140.2,32.3,29.8
140.3,32.3,29.8
140.4,32.3,29.8
140.5,32.3,29.8
140.6,32.4,29.8
140.7,32.3,29.8
140.8,32.3,29.8
140.9,32.3,29.8
141.0,32.3,29.8
141.1,32.3,29.8
141.2,32.3,29.8
141.3,32.3,29.8
141.4,32.5,29.9
141.5,32.3,29.8
141.6,32.4,29.8
141.7,32.3,29.8
141.8,32.3,29.8
141.9,32.2,29.8
142.0,32.3,29.8
142.1,32.6,29.9
142.2,32.3,29.8
142.3,32.2,29.8
142.4,32.3,29.8
142.5,32.3,29.8
142.6,32.3,29.8
142.7,32.4,29.8
142.8,32.3,29.8
142.9,32.3,29.8
143.0,32.3,29.8
143.1,32.3,29.8
143.2,32.3,29.8
143.3,32.4,29.9
143.4,32.3,29.8
143.5,32.3,29.8
143.6,32.2,29.8
143.7,32.4,29.8
143.8,32.3,29.8
143.9,32.6,29.9
144.0,32.6,29.9
144.1,32.2,29.8
144.2,32.3,29.8
144.3,32.2,29.8
144.4,32.3,29.8
144.5,32.2,29.8
144.6,32.3,29.8
144.7,32.5,29.8
144.8,32.3,29.8
144.9,32.3,29.8
145.0,32.2,29.8
145.1,32.2,29.8
145.2,32.2,29.8
145.3,32.3,29.8
145.4,32.2,29.8
145.5,32.2,29.8
145.6,32.2,29.8
145.7,32.2,29.8
145.8,32.2,29.8
145.9,32.3,29.8
146.0,32.2,29.7
146.1,32.2,29.8
146.2,32.3,29.8
146.3,32.2,29.8
146.4,32.2,29.8
146.5,32.2,29.8
146.6,32.2,29.8
146.7,32.3,29.8
146.8,32.2,29.8
146.9,32.3,29.8
147.0,32.2,29.8
147.1,32.2,29.8
147.2,32.6,29.8
147.3,32.6,29.8
147.4,32.2,29.8
147.5,32.2,29.9
147.6,32.2,29.8
147.7,32.2,29.8
147.8,32.2,29.8
147.9,32.2,29.8
148.0,32.2,29.8
148.1,32.3,29.8
148.2,32.2,29.8
148.3,32.2,29.8
148.4,32.2,29.8
148.5,32.2,29.8
148.6,32.2,29.8
148.7,32.2,29.8
148.8,32.2,29.8
148.9,32.2,29.8
149.0,32.2,29.8
149.1,32.2,29.8
149.2,32.2,29.8
149.3,32.2,29.8
149.4,32.2,29.8
149.5,32.3,29.8
149.6,32.2,29.8
149.7,32.2,29.8
149.8,32.2,29.8
149.9,32.2,29.8
150.0,32.2,29.8
150.1,32.2,29.8
150.2,32.4,29.9
150.3,32.4,29.8
150.4,32.2,29.8
150.5,32.2,29.8
150.6,32.3,29.9
150.7,32.2,29.8
150.8,32.2,29.8
150.9,32.2,29.8
151.0,32.4,29.8
151.1,32.2,29.7
151.2,32.3,29.8
151.3,32.2,29.8
151.4,32.2,29.8
151.5,32.2,29.8
151.6,32.2,29.7
151.7,32.2,29.8
151.8,32.2,29.8
151.9,32.2,29.8
152.0,32.2,29.8
152.1,32.2,29.7
152.2,32.4,29.9
152.3,32.2,29.8
152.4,32.3,29.8
152.5,32.2,29.8
152.6,32.2,29.8
152.7,32.2,29.7
152.8,32.2,29.8
152.9,32.2,29.8
153.0,32.2,29.7
153.1,32.2,29.8
153.2,32.2,29.8
153.3,32.2,29.8
153.4,32.2,29.7
153.5,32.2,29.8
153.6,32.2,29.8
153.7,32.2,29.7
153.8,32.2,29.8
153.9,32.2,29.8
154.0,32.2,29.8
154.1,32.2,29.7
154.2,32.2,29.7
154.3,32.2,29.8
154.4,32.2,29.8
154.5,32.2,29.7
154.6,32.2,29.8
154.7,32.2,29.7
154.8,32.2,29.8
154.9,32.2,29.7
155.0,32.2,29.7
155.1,32.2,29.8
155.2,32.2,29.8
155.3,32.2,29.7
155.4,32.2,29.7
155.5,32.2,29.7
155.6,32.2,29.8
155.7,32.2,29.7
155.8,32.2,29.8
155.9,32.2,29.7
156.0,32.2,29.7
156.1,32.2,29.7
156.2,32.2,29.7
156.3,32.2,29.7
156.4,32.2,29.7
156.5,32.1,29.8
156.6,32.2,29.8
156.7,32.2,29.7
156.8,32.2,29.7
156.9,32.2,29.8
157.0,32.2,29.7
157.1,32.2,29.7
157.2,32.2,29.8
157.3,32.2,29.7
157.4,32.1,29.8
157.5,32.2,29.8
157.6,32.5,29.8
157.7,32.2,29.7
157.8,32.2,29.7
157.9,32.1,29.8
158.0,32.4,29.8
158.1,32.2,29.6
158.2,32.1,29.8
158.3,32.2,29.7
158.4,32.2,29.7
158.5,32.2,29.8
158.6,32.4,29.8
158.7,32.2,29.7
158.8,32.2,29.7
158.9,32.2,29.7
159.0,32.2,29.7
159.1,32.2,29.7
159.2,32.2,29.7
159.3,32.1,29.7
159.4,32.2,29.7
159.5,32.2,29.7
159.6,32.1,29.7
159.7,32.2,29.7
159.8,32.2,29.7
159.9,32.2,29.7
160.0,32.1,29.7
160.1,32.2,29.8
160.2,32.2,29.7
160.3,32.2,29.7
160.4,32.2,29.7
160.5,32.2,29.7
160.6,32.1,29.7
160.7,32.3,29.8
160.8,32.2,29.8
160.9,32.2,29.7
161.0,32.1,29.7
161.1,32.2,29.6
161.2,32.2,29.7
161.3,32.4,29.8
161.4,32.1,29.6
161.5,32.2,29.8
161.6,32.4,29.8
161.7,32.1,29.7
161.8,32.4,29.8
161.9,32.2,29.7
162.0,32.2,29.7
162.1,32.1,29.7
162.2,32.2,29.8
162.3,32.4,29.8
162.4,32.1,29.7
162.5,32.2,29.6
162.6,32.1,29.7
162.7,32.1,29.7
162.8,32.3,29.8
162.9,32.2,29.8
163.0,32.2,29.7
163.1,32.1,29.7
163.2,32.2,29.7
163.3,32.2,29.6
163.4,32.1,29.6
163.5,32.1,29.7
163.6,32.1,29.7
163.7,32.2,29.7
163.8,32.3,29.8
163.9,32.2,29.8
164.0,32.2,29.7
164.1,32.1,29.8
164.2,32.2,29.7
164.3,32.2,29.7
164.4,32.1,29.7
164.5,32.1,29.7
164.6,32.1,29.6
164.7,32.2,29.6
164.8,32.1,29.6
164.9,32.2,29.7
165.0,32.2,29.7
165.1,32.1,29.7
165.2,32.2,29.7
165.3,32.1,29.7
165.4,32.2,29.8
165.5,32.1,29.8
165.6,32.1,29.6
165.7,32.1,29.6
165.8,32.3,29.8
165.9,32.1,29.6
166.0,32.1,29.6
166.1,32.3,29.8
166.2,32.1,29.7
166.3,32.2,29.6
166.4,32.1,29.7
166.5,32.1,29.6
166.6,32.1,29.6
166.7,32.4,29.8
166.8,32.1,29.7
166.9,32.1,29.6
167.0,32.1,29.7
167.1,32.1,29.6
167.2,32.4,29.8
167.3,32.1,29.6
167.4,32.1,29.7
167.5,32.2,29.7
167.6,32.2,29.7
167.7,32.2,29.7
167.8,32.2,29.6
167.9,32.4,29.8
168.0,32.2,29.8
168.1,32.1,29.7
168.2,32.1,29.7
168.3,32.1,29.7
168.4,32.2,29.7
168.5,32.2,29.7
168.6,32.1,29.7
168.7,32.4,29.8
168.8,32.1,29.7
168.9,32.1,29.6
169.0,32.2,29.6
169.1,32.1,29.6
169.2,32.1,29.7
169.3,32.1,29.6
169.4,32.1,29.6
169.5,32.1,29.6
169.6,32.1,29.6
169.7,32.1,29.7
169.8,32.1,29.6
169.9,32.2,29.7
170.0,32.1,29.6
170.1,32.1,29.7
170.2,32.1,29.6
170.3,32.3,29.8
170.4,32.2,29.7
170.5,32.1,29.6
170.6,32.1,29.6
170.7,32.1,29.6
170.8,32.1,29.7
170.9,32.1,29.6
171.0,32.1,29.6
171.1,32.1,29.6
171.2,32.1,29.8
171.3,32.1,29.6
171.4,32.1,29.6
171.5,32.1,29.7
171.6,32.1,29.6
171.7,32.1,29.7
171.8,32.1,29.6
171.9,32.1,29.6
172.0,32.1,29.7
172.1,32.1,29.6
172.2,32.2,29.6
172.3,32.1,29.6
172.4,32.3,29.8
172.5,32.1,29.6
172.6,32.1,29.6
172.7,32.1,29.6
172.8,32.1,29.6
172.9,32.1,29.7
173.0,32.0,29.6
173.1,32.1,29.6
173.2,32.1,29.6
173.3,32.1,29.6
173.4,32.1,29.6
173.5,32.1,29.6
173.6,32.1,29.6
173.7,32.1,29.7
173.8,32.0,29.6
173.9,32.1,29.6
174.0,32.1,29.6
174.1,32.1,29.7
174.2,32.3,29.8
174.3,32.1,29.6
174.4,32.1,29.6
174.5,32.1,29.7
174.6,32.1,29.6
174.7,32.0,29.6
174.8,32.1,29.6
174.9,32.2,29.7
175.0,32.1,29.7
175.1,32.1,29.6
175.2,32.1,29.7
175.3,32.2,29.8
175.4,32.3,29.8
175.5,32.2,29.7
175.6,32.1,29.6
175.7,32.1,29.6
175.8,32.1,29.7
175.9,32.1,29.6
176.0,32.2,29.6
176.1,32.1,29.7
176.2,32.1,29.6
176.3,32.0,29.6
176.4,32.0,29.6
176.5,32.1,29.6
176.6,32.1,29.6
176.7,32.4,29.8
176.8,32.0,29.6
176.9,32.1,29.7
177.0,32.0,29.6
177.1,32.1,29.6
177.2,32.0,29.6
177.3,32.3,29.8
177.4,32.1,29.6
177.5,32.1,29.6
177.6,32.0,29.6
177.7,32.1,29.6
177.8,32.0,29.6
177.9,32.1,29.6
178.0,32.0,29.6
178.1,32.0,29.6
178.2,32.1,29.6
178.3,32.0,29.6
178.4,32.1,29.6
178.5,32.0,29.6
178.6,32.1,29.6
178.7,32.0,29.6
178.8,32.3,29.8
178.9,32.0,29.6
179.0,32.0,29.7
179.1,32.0,29.7
179.2,32.1,29.6
179.3,32.1,29.6
179.4,32.0,29.6
179.5,32.0,29.6
179.6,32.3,29.8
179.7,32.1,29.6
179.8,32.1,29.6
179.9,32.0,29.6
180.0,32.0,29.7
